speaker,filename,kind,wav,pesq,stoi,estoi,utt_gt_kanjikana,utt_recog_kanjikana,delt_kanjikana,inst_kanjikana,subst_kanjikana,wer_kanjikana,utt_gt_kana,utt_recog_kana,delt_kana,inst_kana,subst_kana,cer_kana,utt_gt_phoneme,utt_recog_phoneme,delt_phoneme,inst_phoneme,subst_phoneme,per_phoneme,spk_sim,utmos,run_id
M04_kablab,ATR503_j28,pred_mel_speech_ssl,Audio,1.4636471271514893,0.6489980220794678,0.40047353506088257,天衣 無縫 大らか な もの だ,芸 に 無道 お ご が か な もの だ,0,4,3,116.66666666666667,テ ン イ ム ホ ー オ ー ラ カ ナ モ ノ ダ,ゲ ー ニ ム ド ー オ ゴ ガ カ ナ モ ノ ダ,0,0,6,42.857142857142854,t e N i m u h o o o o r a k a n a m o n o d a,g e e n i m u d o o o g o g a k a n a m o n o d a,0,2,4,26.08695652173913,0.8443013429641724,2.080597162246704,2wwcs7kw
F01_kablab,ATR503_j08,pred_mel_speech_ssl,Audio,1.074002742767334,0.5736193060874939,0.4288354516029358,一 票 の 格差 は さらに 広がる だろう,日 平 を どか くさ は せら ぎぎ お がる だろう,0,3,6,112.5,イ ッ ピ ョ ー ノ カ ク サ ワ サ ラ ニ ヒ ロ ガ ル ダ ロ ー,ヒ ビ ラ ヲ ド カ ク サ ワ セ ラ ギ ギ オ ガ ル ダ ロ ー,1,0,9,50.0,i cl py o o n o k a k U s a w a s a r a n i h i r o g a r u d a r o o,h i b i r a o d o k a k U s a w a s e r a g i g i o g a r u d a r o o,1,2,7,29.411764705882355,0.8261659145355225,2.526118278503418,2wwcs7kw
F01_kablab,ATR503_j51,pred_mel_speech_ssl,Audio,1.102392554283142,0.5120255947113037,0.3620997369289398,畑 は 干上がり 土 は 割れる,あ だけ は ぎ や が ぎ つ し が われる,0,5,5,166.66666666666669,ハ タ ケ ワ ヒ ア ガ リ ツ チ ワ ワ レ ル,ア ダ ケ ハ ギ ヤ ガ ギ ツ シ ガ ワ レ ル,0,0,8,57.14285714285714,h a t a k e w a h i a g a r i ts U ch i w a w a r e r u,a d a k e h a g i y a g a g i ts U sh i g a w a r e r u,1,1,6,29.629629629629626,0.7866811156272888,2.4455785751342773,2wwcs7kw
M01_kablab,ATR503_j47,pred_mel_speech_ssl,Audio,1.1615251302719116,0.5180699229240417,0.29604217410087585,生まれ て 間 も ない 子猫 が 一 匹 家 に 紛れ込ん で き た,踏ま れ て 守れ ん ご で ご はいっ ぴえ むし いま ひれ を お て し た,0,3,13,106.66666666666667,ウ マ レ テ ア イ ダ モ ナ イ コ ネ コ ガ イ ッ ピ キ カ ニ マ ギ レ コ ン デ キ タ,フ マ レ テ モ リ レ ン ゴ デ ゴ ワ イ ッ ピ エ ム シ イ マ ヒ レ ヲ オ テ シ タ,2,1,17,71.42857142857143,u m a r e t e a i d a m o n a i k o n e k o g a i cl p I k i k a n i m a g i r e k o N d e k i t a,f u m a r e t e m o r i r e N g o d e g o w a i cl p i e m u sh i i m a h i r e o o t e sh I t a,3,1,22,53.06122448979592,0.8675925135612488,2.833306312561035,2wwcs7kw
M01_kablab,ATR503_j43,pred_mel_speech_ssl,Audio,1.2423205375671387,0.6612464189529419,0.4388335645198822,難しい 時 こそ プロ の 腕 の 見せ所 です,うい かしい と ひょう ぞ ぐろ ん とく た の みせ の この です,0,5,6,122.22222222222223,ム ズ カ シ イ ト キ コ ソ プ ロ ノ ウ デ ノ ミ セ シ ョ デ ス,ウ イ カ シ イ ト ヒ ョ ウ ゾ グ ロ ン ト ク タ ノ ミ セ ノ コ ノ デ ス,0,3,11,66.66666666666666,m u z u k a sh i i t o k i k o s o p u r o n o u d e n o m i s e sh o d e s U,u i k a sh i i t o hy o u z o g u r o N t o k U t a n o m i s e n o k o n o d e s U,3,6,11,52.63157894736842,0.8311424851417542,2.8604559898376465,2wwcs7kw
M01_kablab,ATR503_j28,pred_mel_speech_ssl,Audio,1.1890995502471924,0.26826977729797363,0.14228761196136475,天衣 無縫 大らか な もの だ,大 義務 を 恩 か か で もの だ,0,3,4,116.66666666666667,テ ン イ ム ホ ー オ ー ラ カ ナ モ ノ ダ,ダ イ ギ ム ヲ オ ン カ カ デ モ ノ ダ,1,0,7,57.14285714285714,t e N i m u h o o o o r a k a n a m o n o d a,d a i g i m u o o N k a k a d e m o n o d a,2,1,7,43.47826086956522,0.7892580628395081,2.0474588871002197,2wwcs7kw
F02_kablab,ATR503_j50,pred_mel_speech_ssl,Audio,1.1177128553390503,0.5425503253936768,0.4055608808994293,部屋 いっぱい に タバコ の 濃霧 が 立ち込め ゆるやか に 動い て いる,や いっぱい に ひと ま く ぐ どう も がた す を めえよふ ら が にご を し て いる,1,8,7,123.07692307692308,ヘ ヤ イ ッ パ イ ニ タ バ コ ノ ノ ー ム ガ タ チ コ メ ユ ル ヤ カ ニ ウ ゴ イ テ イ ル,ヤ イ ッ パ イ ニ ヒ ト マ ク グ ド ー モ ガ タ ス ヲ メ ー ヨ フ ラ ガ ニ ゴ ヲ シ テ イ ル,1,2,15,60.0,h e y a i cl p a i n i t a b a k o n o n o o m u g a t a ch I k o m e y u r u y a k a n i u g o i t e i r u,y a i cl p a i n i h I t o m a k u g u d o o m o g a t a s u o m e e y o f u r a g a n i g o o sh I t e i r u,4,5,14,43.39622641509434,0.8393265008926392,1.8532809019088745,2wwcs7kw
F02_kablab,ATR503_j25,pred_mel_speech_ssl,Audio,1.0795584917068481,0.5976237654685974,0.2934357523918152,変わりびな は 世相 を つづる,代わり に で は 説法 を 添え ずる,0,3,3,120.0,カ ワ リ ビ ナ ワ セ ソ ー ヲ ツ ズ ル,カ ワ リ ニ デ ワ セ ッ ポ ー ヲ ソ エ ズ ル,0,2,4,46.15384615384615,k a w a r i b i n a w a s e s o o o ts u z u r u,k a w a r i n i d e w a s e cl p o o o s o e z u r u,0,2,6,33.33333333333333,0.7167510986328125,1.840006709098816,2wwcs7kw
F02_kablab,ATR503_j51,pred_mel_speech_ssl,Audio,1.1161673069000244,0.5738893151283264,0.2797100841999054,畑 は 干上がり 土 は 割れる,肌 際 に やら 輪 筋 腫瘍 が 出る,0,3,6,150.0,ハ タ ケ ワ ヒ ア ガ リ ツ チ ワ ワ レ ル,ハ ダ ギ ワ ニ ヤ ラ リ ン キ ン シ ュ ヨ ー ガ デ ル,0,4,10,100.0,h a t a k e w a h i a g a r i ts U ch i w a w a r e r u,h a d a g i w a n i y a r a r i N k i N sh u y o o g a d e r u,0,4,13,62.96296296296296,0.6225537657737732,1.8164846897125244,2wwcs7kw
F02_kablab,ATR503_j34,pred_mel_speech_ssl,Audio,1.0861634016036987,0.5975846648216248,0.4244469106197357,自分 より 大きく 感じ られる もの は すべて 怖い,自分 ぞ よほう きく が すら でる む の は すめ て ほわ い,0,5,7,133.33333333333331,ジ ブ ン ヨ リ オ ー キ ク カ ン ジ ラ レ ル モ ノ ワ ス ベ テ コ ワ イ,ジ ブ ン ゾ ヨ ホ ー キ ク ガ ス ラ デ ル ム ノ ワ ス メ テ ホ ワ イ,2,1,7,41.66666666666667,j i b u N y o r i o o k I k u k a N j i r a r e r u m o n o w a s u b e t e k o w a i,j i b u N z o y o h o o k I k u g a s u r a d e r u m u n o w a s u m e t e h o w a i,2,2,8,27.906976744186046,0.8106318116188049,1.5844979286193848,2wwcs7kw
F02_kablab,ATR503_j28,pred_mel_speech_ssl,Audio,1.1519891023635864,0.5361780524253845,0.34436196088790894,天衣 無縫 大らか な もの だ,メイ リム を 怒ら れ た に も なら ん,0,4,6,166.66666666666669,テ ン イ ム ホ ー オ ー ラ カ ナ モ ノ ダ,メ イ リ ム ヲ オ コ ラ レ タ ニ モ ナ ラ ン,1,2,9,85.71428571428571,t e N i m u h o o o o r a k a n a m o n o d a,m e i r i m u o o k o r a r e t a n i m o n a r a N,1,4,7,52.17391304347826,0.6538898944854736,2.1865620613098145,2wwcs7kw
M04_kablab,ATR503_j08,pred_mel_speech_ssl,Audio,1.2211894989013672,0.5675474405288696,0.3830483555793762,一 票 の 格差 は さらに 広がる だろう,一方 の 格差 は 差 が 二 次 と 格 でろ,1,4,4,112.5,イ ッ ピ ョ ー ノ カ ク サ ワ サ ラ ニ ヒ ロ ガ ル ダ ロ ー,イ ッ ポ ー ノ カ ク サ ワ サ ガ ニ ジ ト カ ク デ ロ,2,0,7,45.0,i cl py o o n o k a k U s a w a s a r a n i h i r o g a r u d a r o o,i cl p o o n o k a k U s a w a s a g a n i j i t o k a k u d e r o,1,0,7,23.52941176470588,0.8543158769607544,2.8913726806640625,uw487j74
M04_kablab,ATR503_j51,pred_mel_speech_ssl,Audio,1.3522285223007202,0.8026741743087769,0.5604432225227356,畑 は 干上がり 土 は 割れる,あ だ て は 冷や がり 寿司 は 割り る,0,4,4,133.33333333333331,ハ タ ケ ワ ヒ ア ガ リ ツ チ ワ ワ レ ル,ア ダ テ ワ ヒ ヤ ガ リ ズ シ ワ ワ リ ル,0,0,7,50.0,h a t a k e w a h i a g a r i ts U ch i w a w a r e r u,a d a t e w a h i y a g a r i z u sh i w a w a r i r u,1,1,6,29.629629629629626,0.8265807628631592,3.144296646118164,uw487j74
M04_kablab,ATR503_j31,pred_mel_speech_ssl,Audio,1.2316679954528809,0.6730563640594482,0.4907222390174866,なぜ 自分 ばかり こんな 目 に 合う の だろう,な せ し ぶん わかり ほん だめ に あ お ど だ ご,0,4,8,133.33333333333331,ナ ゼ ジ ブ ン バ カ リ コ ン ナ メ ニ ア ウ ノ ダ ロ ー,ナ セ シ ブ ン ワ カ リ ホ ン ダ メ ニ ア オ ド ダ ゴ,1,0,8,47.368421052631575,n a z e j i b u N b a k a r i k o N n a m e n i a u n o d a r o o,n a s e sh i b u N w a k a r i h o N d a m e n i a o d o d a g o,1,0,8,27.27272727272727,0.8236043453216553,3.1882848739624023,uw487j74
F01_kablab,ATR503_j51,pred_mel_speech_ssl,Audio,1.1186327934265137,0.4999816417694092,0.3458874225616455,畑 は 干上がり 土 は 割れる,あた で は に やなぎ つ し はわ でる,0,3,5,133.33333333333331,ハ タ ケ ワ ヒ ア ガ リ ツ チ ワ ワ レ ル,ア タ デ ワ ニ ヤ ナ ギ ツ シ ハ ワ デ ル,0,0,9,64.28571428571429,h a t a k e w a h i a g a r i ts U ch i w a w a r e r u,a t a d e w a n i y a n a g i ts u sh I h a w a d e r u,1,1,9,40.74074074074074,0.809959352016449,2.656153917312622,uw487j74
M01_kablab,ATR503_j15,pred_mel_speech_ssl,Audio,1.3402040004730225,0.6999715566635132,0.45841503143310547,だんだん 自分 が 恐ろしく なっ て 家 に 逃げ帰っ た,な ん た 自分 の 遅い 人 だ って 冷え に に や が えっ た,0,6,7,130.0,ダ ン ダ ン ジ ブ ン ガ オ ソ ロ シ ク ナ ッ テ イ エ ニ ニ ゲ カ エ ッ タ,ナ ン タ ジ ブ ン ノ オ ソ イ ヒ ト ダ ッ テ ヒ エ ニ ニ ヤ ガ エ ッ タ,1,0,10,44.0,d a N d a N j i b u N g a o s o r o sh i k u n a cl t e i e n i n i g e k a e cl t a,n a N t a j i b u N n o o s o i h I t o d a cl t e h i e n i n i y a g a e cl t a,2,1,13,39.02439024390244,0.8783546686172485,2.6896097660064697,uw487j74
F02_kablab,ATR503_j45,pred_mel_speech_ssl,Audio,1.0997965335845947,0.5613596439361572,0.3504297435283661,イラン に 天気 予報 は ない,遺 談 に し て 生き よう ほうがい な い,0,4,5,150.0,イ ラ ン ニ テ ン キ ヨ ホ ー ワ ナ イ,ノ コ ダ ン ニ シ テ イ キ ヨ ー ホ ー ガ イ ナ イ,0,4,4,61.53846153846154,i r a N n i t e N k i y o h o o w a n a i,n o k o d a N n i sh I t e i k i y o o h o o g a i n a i,0,7,4,52.38095238095239,0.7068824172019958,2.532245397567749,uw487j74
F02_kablab,ATR503_j41,pred_mel_speech_ssl,Audio,1.0988248586654663,0.528954029083252,0.29334282875061035,久し ぶり に 懐かしい 人間 味 に 触れ て 心 和ん だ 夜 だっ た,幸い に い た つ は 責任 権 に めでる ひ て 心 ん だこ ん でる に なっ た,0,5,11,106.66666666666667,ヒ サ シ ブ リ ニ ナ ツ カ シ イ ニ ン ゲ ン ミ ニ フ レ テ コ コ ロ ナ ゴ ン ダ ヨ ル ダ ッ タ,サ イ ワ イ ニ イ タ ツ ワ セ キ ニ ン ケ ン ニ メ デ ル ヒ テ コ コ ロ ン ダ コ ン デ ル ニ ナ ッ タ,1,3,18,68.75,h I s a sh i b u r i n i n a ts U k a sh i i n i N g e N m i n i f u r e t e k o k o r o n a g o N d a y o r u d a cl t a,s a i w a i n i i t a ts u w a s e k i n i N k e N n i m e d e r u h I t e k o k o r o N d a k o N d e r u n i n a cl t a,4,5,22,52.54237288135594,0.8434649705886841,1.6875274181365967,uw487j74
F02_kablab,ATR503_j51,pred_mel_speech_ssl,Audio,1.0976616144180298,0.5456653237342834,0.25128957629203796,畑 は 干上がり 土 は 割れる,あ てぎわ に やがい すじ で おわ れる,0,2,6,133.33333333333331,ハ タ ケ ワ ヒ ア ガ リ ツ チ ワ ワ レ ル,ア テ ギ ワ ニ ヤ ガ イ ス ジ デ オ ワ レ ル,0,1,9,71.42857142857143,h a t a k e w a h i a g a r i ts U ch i w a w a r e r u,a t e g i w a n i y a g a i s u j i d e o w a r e r u,2,2,9,48.148148148148145,0.6815791130065918,1.7224146127700806,uw487j74
F02_kablab,ATR503_j12,pred_mel_speech_ssl,Audio,1.0769449472427368,0.5194565057754517,0.3131901025772095,人物 の 独白 が あれ ば 空 から 見下ろす よう な 描写 が ある,神仏 の 食 飯 の 晴れ は 初葉 から 身 を 寄せ て は 飲み よ さ が ある,0,5,10,107.14285714285714,ジ ン ブ ツ ノ ド ク ハ ク ガ ア レ バ ソ ラ カ ラ ミ オ ロ ス ヨ ー ナ ビ ョ ー シ ャ ガ ア ル,シ ン ブ ツ ノ シ ョ ク メ シ ノ ハ レ ワ ハ ツ ハ カ ラ ミ ヲ ヨ セ テ ワ ノ ミ ヨ サ ガ ア ル,2,2,17,65.625,j i N b u ts u n o d o k U h a k u g a a r e b a s o r a k a r a m i o r o s u y o o n a by o o sh a g a a r u,sh i N b u ts u n o sh o k u m e sh i n o h a r e w a h a ts u h a k a r a m i o y o s e t e w a n o m i y o s a g a a r u,0,5,22,50.0,0.8661260008811951,1.8702019453048706,uw487j74
F02_kablab,ATR503_j31,pred_mel_speech_ssl,Audio,1.0948891639709473,0.46799328923225403,0.3090025782585144,なぜ 自分 ばかり こんな 目 に 合う の だろう,な ん で 自分 が か すこん でま に は お の だ う,0,5,6,122.22222222222223,ナ ゼ ジ ブ ン バ カ リ コ ン ナ メ ニ ア ウ ノ ダ ロ ー,ナ ン デ ジ ブ ン ガ カ ス コ ン デ マ ニ ワ オ ノ ダ ー,1,1,7,47.368421052631575,n a z e j i b u N b a k a r i k o N n a m e n i a u n o d a r o o,n a N d e j i b u N g a k a s U k o N d e m a n i w a o n o d a a,2,2,9,39.39393939393939,0.7377228736877441,2.3366918563842773,uw487j74
M04_kablab,ATR503_j16,pred_mel_speech_ssl,Audio,1.17133367061615,0.7124082446098328,0.5584554076194763,午前 中 で 終わる 練習 を ネット 裏 から 垣間見 た,保全 集 寝 を あぶ で ん 中 を めん と くだ が かいまみ た,0,4,8,109.09090909090908,ゴ ゼ ン チ ュ ー デ オ ワ ル レ ン シ ュ ー ヲ ネ ッ ト ウ ラ カ ラ カ イ マ ミ タ,ホ ゼ ン シ ュ ー ネ ヲ ア ブ デ ン ナ カ ヲ メ ン ト ク ダ ガ カ イ マ ミ タ,2,0,14,57.14285714285714,g o z e N ch u u d e o w a r u r e N sh u u o n e cl t o u r a k a r a k a i m a m i t a,h o z e N sh u u n e o a b u d e N n a k a o m e N t o k u d a g a k a i m a m i t a,3,2,12,39.53488372093023,0.9187484383583069,3.0695602893829346,7091hf62
M04_kablab,ATR503_j08,pred_mel_speech_ssl,Audio,1.2094258069992065,0.620245635509491,0.4236010015010834,一 票 の 格差 は さらに 広がる だろう,一 刀 の 辛 さ は さ なに ひど かく で おう,0,4,5,112.5,イ ッ ピ ョ ー ノ カ ク サ ワ サ ラ ニ ヒ ロ ガ ル ダ ロ ー,イ ッ ト ー ノ ツ ラ サ ワ サ ナ ニ ヒ ド カ ク デ オ ウ,1,0,10,55.00000000000001,i cl py o o n o k a k U s a w a s a r a n i h i r o g a r u d a r o o,i cl t o o n o ts u r a s a w a s a n a n i h i d o k a k u d e o u,1,0,11,35.294117647058826,0.8787495493888855,2.9717557430267334,7091hf62
M04_kablab,ATR503_j51,pred_mel_speech_ssl,Audio,1.4290045499801636,0.80388343334198,0.5462865829467773,畑 は 干上がり 土 は 割れる,穴 家 は 冷や が に 筋 を 割れる,0,3,4,116.66666666666667,ハ タ ケ ワ ヒ ア ガ リ ツ チ ワ ワ レ ル,ア ナ カ ワ ヒ ヤ ガ ニ ス ジ ヲ ワ レ ル,0,0,8,57.14285714285714,h a t a k e w a h i a g a r i ts U ch i w a w a r e r u,a n a k a w a h i y a g a n i s u j i o w a r e r u,2,1,7,37.03703703703704,0.843157172203064,3.2015106678009033,7091hf62
